probeset	af_era_signal	af_wt_signal	az_0h_signal	az_dark_1h_signal	az_dark_2d_signal	az_dark_2h_signal	az_dark_5d_signal	az_dark_5h_signal	az_light_1h_signal	az_light_2d_signal	az_light_2h_signal	az_light_5d_signal	az_light_5h_signal	az_L_signal	az_S_signal	ag_era1_signal	ag_era1_11d_signal	ag_era1_17d_signal	ag_era1_23d_signal	ag_plp_signal	ag_wt_signal	ag_wt_15d_signal	ag_wt_21d_signal	ag_wt_09d_signal	lh_a_01_signal	lh_a_02_signal	lh_a_03_signal	lh_a_04_signal	lh_a_05_signal	lh_a_06_signal	lh_a_11_signal	lh_a_12_signal	mm_aph_00_signal	mm_aph_02_signal	mm_aph_04_signal	mm_aph_06_signal	mm_aph_08_signal	mm_aph_10_signal	mm_aph_12_signal	mm_aph_14_signal	mm_aph_16_signal	mm_aph_19_signal	mm_aph_22_signal	mm_aph_25_signal	mm_growth_D1_signal	mm_growth_D3_signal	mm_growth_D5_signal	mm_growth_D7_signal	mm_sucrose_00_signal	mm_sucrose_02_signal	mm_sucrose_04_signal	mm_sucrose_06_signal	mm_sucrose_08_signal	mm_sucrose_10_signal	mm_sucrose_12_signal	mk_001_signal	mk_002_signal	mk_301_signal	mk_302_signal	mk_481_signal	mk_482_signal	mk_081_signal	mk_082_signal	ma_de01_signal	ma_de02_signal	ma_de03_signal	ma_de04_signal	ma_de05_signal	ma_de06_signal	ma_de07_signal	ma_de08_signal	ma_de09_signal	ma_de10_signal	ma_de11_signal	ma_de12_signal	ma_de13_signal	ma_de14_signal	ma_de15_signal	ma_de16_signal	ma_de17_signal	ma_de18_signal	ma_de19_signal	ma_de20_signal	ma_de21_signal	ma_de22_signal	ma_de23_signal	ma_de24_signal	ma_de25_signal	ma_de26_signal	ns_b_01_signal	ns_b_02_signal	ns_b_03_signal	ns_b_04_signal	ns_b_05_signal	ns_b_06_signal	ns_b_07_signal	ns_b_08_signal	ns_b_09_signal	ns_b_10_signal	ns_b_11_signal	ns_b_12_signal	ns_b_13_signal	ol_03h_f1_signal	ol_03h_f2_signal	ol_03h_fc1_signal	ol_03h_fc2_signal	ol_24h_f1_signal	ol_24h_f2_signal	ol_24h_fc1_signal	ol_24h_fc2_signal	ol_48h_f1_signal	ol_48h_f2_signal	ol_48h_fc1_signal	ol_48h_fc2_signal	ol_lova_03_signal	ol_lova_03_c_signal	ol_lova_24_signal	ol_lova_24_c_signal	ol_lova_48_signal	ol_lova_48_c_signal	ol_fos03_signal	ol_fos03_c_signal	ol_fos24_c_signal	ol_fos48_signal	ol_fos48_c_signal	pc_caulinleaves_signal	pc_Col0_06h03_signal	pc_Col0_06hC_signal	pc_Col0_0d_signal	pc_Col0_24hC_signal	pc_Col0_24hO3_signal	pc_Col0_3d_signal	pc_Col0_3d_a_signal	pc_Col0_6d_signal	pc_Col0_C_signal	pc_S15_06hC_signal	pc_S15_06hO3_signal	pc_S15_06hC_signal	pc_S15_06hO3_signal	pc_S15_0d_signal	pc_S15_24hC_signal	pc_S15_24hO3_signal	pc_S15_3d_signal	pc_S15_6d_signal	pc_S15_C_signal	pc_S3_0d_signal	pc_S3_3d_signal	pc_S3_6d_signal	pc_S9_0d_signal	pc_S9_3d_signal	pc_S9_6d_signal	pc_Sps_0d_signal	pc_Sps_6d_signal
253285_at	1027.8	433.6	3.9	12.5	5	25.9	8.9	19.6	59.4	8.3	16.4	35.5	62.8	277	209.4	102.4	2943.8	1796.4	373.5	165.6	32.8	1176.6	136.6	3589	2741.1	2678.2	2571.9	2194.6	2749.7	2592.3	1572.4	1310.8	19.4	7.6	29.6	7.8	11.6	9.7	33.2	13.2	28.4	17.6	13.7	27.7	9.7	30.1	4.1	17.4	8.4	19.5	21.8	14.1	19	6.8	11	894.9	420.7	130.2	177	61.3	90	71	112.7	2197.8	1215.7	3062.5	2648.7	1538.5	3708.6	2206.4	1677.7	4834.6	1581.5	757.8	2270.6	1218.1	2433.4	2425.6	1930.7	2200.9	4223	2723.4	2498.7	1941.2	1011.9	1956.1	3300.4	3629.4	2361.6	1044.2	2881.6	1114.1	1287.8	1199.8	1664.4	1466	1267.5	2069.9	20.1	163.8	185.8	283	1590.3	1771.6	2341.8	1967.9	1346.7	1470.9	1445.2	1463.5	1101.1	1194.6	1315.1	1259.5	2598.2	2892.8	707.6	405.9	461.6	544.3	604.4	2858.1	552	994	1353.1	715.5	419.3	2859.7	277.3	648.6	813.8	63.4	175.5	148.3	177	1095.2	627.7	1095.2	627.7	108.8	465.3	1119.6	286.5	106	388.5	32.9	213.5	14.4	390.1	266	345.5	81.1	207.3
254737_at	672.9	628.3	28.3	6.2	7.6	19.4	7.4	9.2	6.1	38.9	16.1	10.1	96.3	6406.9	1994.6	3376.4	2269.5	4593.5	2424.2	1834.7	2494.1	4529	2081.6	2948.6	1131.8	1013.2	1050.3	1035.6	882.1	881.6	968.8	790.2	88.3	41.7	64.9	44.8	37.4	45.8	22.7	63.3	80.7	34.9	49.8	25.9	38.7	182.3	45.8	78.4	42.1	27.5	24.8	108.3	27.6	44.9	63.9	3620.6	1819.9	1230.1	1032.1	1479.2	976.3	2326.8	2744.3	53.2	1496.3	89.1	329.3	1487	504.8	290.6	1417.3	73.5	130.1	1220.7	67.7	252.4	1448.9	1484.8	573	687.1	266.4	936.8	1090.4	745.7	1287.9	1449.6	1033.4	105.6	1565.7	1451.4	788.8	1120.6	1674.6	1375.6	647.1	1600.2	860	1155.1	1402.4	2191.4	2816.5	3249.9	266.3	244.9	239.9	287.4	104.4	126.7	216.9	164.1	31.9	25.9	223.6	43	178.4	264.2	117.2	48.3	487.6	232.8	159.4	191.4	28	27.8	149	1692.3	1144.7	1199.7	1956.9	398.3	599.9	3950.2	1585.5	3087.9	633.1	1612.5	926.7	1612.5	926.7	2589.6	610.9	382.5	3823.2	558.2	363.1	2514.3	4104.9	1646.2	2886.5	2764.2	2815.8	2217.4	2030
254798_at	947.4	1135.1	570.3	379.9	586.9	625.2	427.3	435.8	674.7	597.2	554	690.5	609.5	1502.6	1705.9	462.5	818.7	608.3	622.2	268.8	446.9	496.2	398.8	886.9	478.2	367.2	343.6	531.8	429.2	390.2	615.9	589.4	375.6	442.1	369.9	563.2	387	448.1	387.8	625.4	644.4	415.9	558.1	449.5	357.8	486.7	416.6	419.8	586	809.5	1117.7	1350.5	933.8	546.5	873.7	820.5	888.4	1211.3	962.8	265.2	376.1	703.7	556.3	412.7	1013.8	342.5	296.7	850.1	377	594.8	959.2	401.7	440.4	981.9	491.8	574.9	750.5	1007.4	748.5	774.9	550.9	667.5	718.1	566.3	237.9	575.3	583.4	400.7	736.2	600.1	195.1	576.6	486.5	471.8	157.5	517.4	211.7	126.1	385.9	562.7	583.9	544.9	646.1	501.1	795.4	635.7	705	672	862.1	667.5	705.6	595.4	804.9	607.8	366.3	364.1	546.2	445.2	520.6	384.1	693	617.2	919.6	500.7	467.3	730.9	931.3	963.4	1011.9	997.6	625.6	612.1	255.5	590.1	1316.9	809	834.2	809	834.2	617.4	1212	371.5	707.2	376.8	1713.4	1138.4	402.4	423.2	832.4	577.5	654.7	844.8	546.3
255327_at	1120.1	1426.9	2530.6	2557.9	2684.7	2326.7	3765.4	2391.6	2122.1	2325.8	2652.5	4026.6	2694.6	1311.4	1305.6	1981.8	2166.7	2321.2	2580.1	3485.7	2301.4	1945.4	1941.8	1590.8	1230.9	1264.4	966.8	1203.5	1702.5	1364.6	1442.4	1305.3	820.6	997.9	766.7	941.8	655.7	931.2	926.6	829.2	897.5	523.3	688.2	1008.6	687.7	645.8	673	601.4	1587.5	655.3	850.1	784.2	645	685.4	786.3	2455.1	1874.6	1216.8	1794.7	3703.9	3756	2078.5	2228	1337.9	1550.8	1444.1	1646	1554.2	1559.3	1125.2	1528.3	1816.6	1518.3	1450.2	1913.8	1584.3	2291.4	1758.6	2072.8	2173.7	2576	2359.1	1738.3	1870.5	1346.8	2303.5	2235.5	1955.8	2316.6	1336.7	1381.3	1219	1560.6	1460.8	1020	1562.7	1360.4	1719.7	2123.6	1446	1056.2	1613.2	1643.2	1310.3	1499.2	1778.5	1739.8	1655.2	1974.1	1997.2	2319.8	1989.3	2246.6	2043.4	1102	1613.7	1628.5	1947.9	1768.8	1909.2	1394.4	1583	1396.8	1572.1	1627.2	1832.6	935	1283.1	1366.1	1289.1	1571.7	1866	2651.6	1920.6	1194.7	1531.3	1250.6	1531.3	1250.6	1777.5	1499.3	1543.2	1766.4	2484.4	1496.6	1324.6	2182.8	2044.3	1437.5	3525.9	1822.7	1849	2070.6
258269_at	1296.1	1652.4	350.1	282.5	316.2	338.9	377.5	290.2	324	340.8	323.1	477.3	458.4	1653	1559.6	1545.3	2423.9	2244.7	1437.3	1036.5	1506.5	2136.4	833.6	2146.8	1712.1	1398.2	1520	1767.8	1469.6	1487.7	906.5	904.4	28.6	19.4	32.5	74.9	45.7	57	74.1	54.5	81.2	51.5	112.7	50.6	234.4	79.5	423.5	686.6	811.6	662.1	491.9	486.4	312.9	217.1	71	1666.7	1669.7	1483.1	1411.2	732.2	620.8	1652.9	1385	771.6	1145.2	951.2	820.4	1470.2	638.6	571.1	1398	862.2	592.7	1580.3	941.9	622.4	1382.5	1405.5	968.7	912.9	1079.8	893.5	1056.9	1113.7	520.3	748.9	893	553.4	1697.5	1656.7	2019.5	1987.2	2030.5	1486.9	1280.3	1939.8	1464.5	1967.2	1879.3	2479.8	2355.5	1808	1845.2	1702.3	1844.4	1884.7	1658.9	1866.8	1645.1	1565.1	1206.3	1450.9	1427.1	1348.1	2330	1801.3	1820.6	1178.6	1280.1	812.2	1457.6	1669.8	1640.6	1015.4	994.1	1478.6	1243.1	1439.5	1166.9	1502.6	1202.3	1364.9	1673.7	1395.3	1413	2019.3	1098	2019.3	1098	1110.1	1304.2	1088.3	1421	1343.1	1468.2	1559.2	1512.1	1274.6	1042.9	1680.5	1187.1	1573.7	980.3
258473_s_at	7.1	15.6	36.1	79.7	12.8	141.1	9.2	238.8	110.3	48.7	143.9	14.4	86.6	7.3	9.8	9.8	20.5	19.9	24.6	14.8	24.1	10.1	22.4	15.5	15	32.6	108.1	29.1	31.3	165.3	52.6	65.6	16	33.5	14	23.7	16.3	26.4	20.2	31	37.2	27.6	55.2	48.5	40.4	15	19.1	14.7	61	25.7	49.9	9.5	12.7	24.5	28.8	14.6	80.9	17.7	22.7	12.7	7.4	16.9	17.3	416.1	42.3	273.6	529.5	33.3	163	785.7	88.6	454.4	424.7	145	173.7	417.8	124.1	19.5	50.6	21.8	18.5	26.6	78.5	15.5	168.8	165.9	21.3	254.1	28.2	152.2	16.5	43.9	67.4	23.5	28.8	230	11.9	17.9	23.5	19.5	6.5	13.9	18.5	9.7	48.3	12.6	12.6	18.7	12.9	16.6	25.5	16.2	19.6	21.5	11.3	6.1	8.5	17.7	17.2	17.2	31.2	13.9	6.7	16.1	12.3	12.6	8.9	10.3	6.8	9.3	12.2	14.9	16	8.1	19.7	13.6	9.9	13.6	9.9	9.6	23.9	104.8	68.2	10.1	8.7	6.6	6.6	114.7	10.5	12.8	19.6	10.4	17.6
258485_at	978.2	1011.1	2372.2	2063.5	2227.8	2286.5	2361.8	2325.2	2273	2192.6	2362	1715.5	2596.5	2220	1464.9	2907.6	2312	1883.7	1242.5	3378.2	2721.1	2304.2	741.7	2128.8	1698.9	2017.5	1738.7	1252.7	2419.8	2188.7	2591.2	2141.1	2315.2	1462.9	1868.5	1620.1	2039	1614.7	1374.5	1758.2	1777.8	2157.6	1908.5	1783.2	2332.6	1936.8	2485.4	1821.2	1014.9	3532.2	3372.3	3340.8	2601	2467.4	1947	1080.2	2123.9	2098.5	1966.6	2663.4	2684.7	2917.8	2989.2	1822.3	2326.2	1990.6	1891	2783.4	2151.5	1655.6	2165.3	992.5	2115.4	1565.6	1698.8	1783.8	1696.6	1784	2597.5	2109	2160.7	1794.6	1943.1	1580.4	1504.7	2764.2	2520.9	1184.8	2034.1	2492.3	2379.9	2056.6	1787.8	2511.7	1541.8	1966.7	2380.5	2628.5	2328.9	2239.9	2385.8	1920.8	1104.5	1495.3	1053.8	1084.1	837.9	867.2	930.3	814.9	469.1	662.6	542.6	616.2	654.6	673	710.8	627.3	515.9	240.7	518.8	604.4	594.3	316.5	258.8	3590.7	2121.4	2879.7	1051.5	932.6	1510.8	2057.2	2544.4	1305.8	1126.1	3087.4	2192.4	3087.4	2192.4	911.5	1425.5	880.2	2621.2	2115.4	846.8	352.9	2072.8	2276.8	1075.9	1206.4	3017	691.3	2400.5
258563_at	1205.1	1764.2	3543.4	3420.3	3940.6	2877	3761.4	2816.1	2767	3057.6	3729.6	3467.7	3147.7	886.7	1827.7	2733.6	1372.9	1026.5	1258.8	5825.5	2992.6	1649.1	2653.7	1616.3	1340.9	1761.6	1317.8	1497.8	1677.9	1673.7	1751.7	1850.4	2556.5	2289.1	2382.5	2203.9	2529	2172.9	1878.1	2057.7	2665.1	2527.7	2579.4	2587.2	2135.2	2393.9	3414.1	3622	3984.8	2485.3	2288.8	2621.1	1970.1	1519.8	2135	1258.9	2845.8	2785.1	2777.1	10906.2	7542	4622.1	4403.8	3023.7	2563.2	2615.5	2860.4	2418.8	3400.4	3201.5	2542.1	2988.8	3478	2803.7	3062.7	3240.7	2629.4	1715.3	3243.1	2945.4	3924.2	3273.3	3162.9	3014.5	2605.4	3730.6	3657.8	2998.7	2244	2319.7	1604.9	2353.5	2205.9	2624.3	1732	2414	1759.2	2104.1	3372.1	1764.8	2639.9	2088.2	3103.4	3245.3	3310.9	2721.8	2457.4	2265.8	2556.3	2441.9	2677.4	2749.5	2869.5	2770.4	1380.2	2428.1	3526.6	5714.5	2811.2	5305.6	2416.1	1870.9	2780	3412.8	3230.9	3155.5	3440.2	2009.7	2119.9	1940.1	2503.6	2541.8	3969.6	2219.7	1656.1	1690.6	3583	1690.6	3583	4066.1	2134.9	2164.1	2763.3	4758.2	1866.2	2132.5	1923.2	4261.7	2905.2	1276.8	3177	3170.9	3273.5
259744_at	99.9	58.8	14	40	12.4	6.2	78.5	43.9	26.8	75.5	44.1	12.3	52.1	29.5	30.4	8.1	48.4	118.3	91.8	68.7	37.9	75.4	80.3	81.3	67.6	17.9	80.6	37.7	44.4	19.2	37.1	65.8	58.8	22.1	20.1	32.6	27.8	30	20.2	53.6	32.4	42.5	47.2	32.5	14.5	15.7	13.1	72.9	36.9	71.2	104.2	112.8	33	106.2	54.4	56	13.1	16.5	16.1	13.9	54.7	116.1	23.5	77.3	73.4	8.6	82.1	79	197.3	87.8	69.6	135.8	33.5	34.1	100.8	51.9	64.2	105.8	112.6	67.3	92.7	15	71.7	44.7	157.3	71	57.2	71.8	104.2	56.4	104	42	22.3	55.2	106.2	10.9	73.2	22.2	81.3	82.3	66.8	51.8	60.1	55.8	87.5	39.1	91.5	57.1	88	62.9	99.3	37.2	48.3	12	179.1	57	54.3	100.9	91.6	118.3	122.3	40	173	9.8	140.5	62.6	59.1	106.7	24.6	12.2	51.4	57.7	116.9	76.8	12.5	23.2	21.2	23.2	21.2	55.1	79.2	52.1	49.3	35.7	39.7	203.6	59.1	61.3	83.3	50.5	57.2	61.8	63.4
260570_at	11957.4	9741.8	3180.2	2820.9	4187.8	2914.4	3553.7	3146.9	3217.2	3652.4	3505.9	4536.6	3520.5	10831.3	11387.5	6949.5	7196.6	7608.5	9885.6	4161	6099	6262.3	6567.2	6110.3	5757.7	5365.7	5706.1	5613.2	4588.9	4395.6	5620	5692.7	3675.2	2375.1	3650.3	3864	3768.5	3705.1	4013.1	3814.4	3755.7	3338.8	3876.5	3662.1	3900.7	4263.1	3577.4	2742.4	2246.6	5823.8	7351.5	6187.6	5924.8	6408.6	5534.2	9351.8	5468.2	5822.3	3934.2	3470.5	3765.2	8700	7736.9	2380.3	6946.9	2145.2	2129	6831.8	2754.9	2458	5796.5	3574.4	2413.5	5726.4	3478.3	2823.1	5832.9	6946.9	4579	5122.3	5232.8	4581.6	4506.8	5573.3	3431.4	4408.9	5142.6	3396.7	5760.4	4483.8	3438.3	4189.3	4837.7	5550.2	4301.3	5187.2	6678.6	5627.1	1403.1	1020.6	2220.7	3286.9	5562.3	5330	5435.2	5532.7	6501.5	6025.9	6178.3	5939.6	5935.2	6371.3	6770.2	6588.9	5512.2	7056.9	6277	5766.4	7913.9	4923.4	6626.6	6041.9	6397.7	5555.2	6000.2	7327.6	7002.8	5385.7	9209.1	7585.8	6342.8	5932.3	6300.2	6621.4	10215.6	6324.7	5163.8	6324.7	5163.8	10239.2	8093.5	4788.6	5756.2	5068.5	9868.6	11452.2	6461.5	4852.3	7598.6	5943.2	4729.3	9362.7	5249.4
261013_at	463.5	522.4	349.5	374.9	518.7	432.7	567.7	330.7	338.1	373	331.9	404.7	325.3	345.2	588.1	1157	398.2	710.9	828.4	1225.8	1213.5	723.2	782.3	429	609.1	590.2	588.2	641.3	711.7	562.3	592.1	489	827.6	983.9	572.2	709.8	688.4	734.9	780.5	630.6	694.2	665.2	565.1	622.6	352.1	335.4	895.9	902	1100.7	584.2	770.2	450.5	427	439.7	490	918.8	1364.2	1163	1189.4	1438.9	1034.6	607.4	646.1	1839.1	720.1	1732.3	1870.8	514.3	952.5	1948.5	511.2	1180.9	1975.6	556.4	1105	1990	1046.8	757.6	971.5	1110.8	755.1	609.7	920.7	770.7	1385.4	903.8	621.7	1459.2	1075.5	936.9	999.4	975.7	1284.1	723.5	1112.1	1359.5	898.9	810	927.5	1383.3	1061.2	1020.6	465.3	437.6	390.3	457.3	375.6	524.6	473	422.9	610.6	698.3	543.4	494.3	577.6	559.3	593.5	590.3	453.1	533.9	879	530.1	864.6	914.2	1019.1	1197.6	579.9	583	406.9	524.8	294.4	974.3	1216.6	880.2	533.4	469.3	563.6	469.3	563.6	747.1	660.6	396	1052.4	877	491.5	448.6	827.2	1647.8	530.5	812.4	1187.7	239.7	964.4
261420_at	2179.5	2528.8	68.2	74.5	33.9	50.7	54.2	106.8	111.2	58.9	56	57.4	68.8	2140.7	2097.8	1050.9	674.8	1043.8	1339.4	1058.5	1330	1315.7	1217.1	882.5	1191.4	998.9	1226.4	1247	1110.5	1034.7	583	531.9	176	100.1	220	244.5	192.3	101.2	117.8	246	139.6	19.7	236.8	161	233.9	130.2	215.2	73.6	172.3	158.2	133.9	84.2	49.9	188.9	97.3	937	1375.6	3632.6	2075.8	1257.9	730.4	1348.3	1886.5	3613	901.8	3088.1	3060.5	1114.5	2406.8	2638.7	833.9	4683.5	2863.5	858.2	2100.3	1877	1086.7	1066.9	2788.7	1630.8	1591.2	1457.1	1218.2	1355.5	1252.5	1133.2	866.2	5338.9	1194.1	1005.6	897.9	1128	1058.3	987.3	1139.5	750.9	1626.5	1058.6	4247.5	1272.4	1049.9	915.9	1026.6	827	1053.9	1441.1	397.3	363.4	458.2	517.4	663.5	581.3	460.2	403.4	1459.8	1054.5	400.1	225.3	1016.6	496.4	428.5	930.5	403	403	460.4	819.7	1931.4	2056.1	2600.5	1327	5888.3	1276.2	1350.9	1217.2	2305.9	1850.1	1750.5	1850.1	1750.5	5102.9	1620.5	7653.6	997.1	1131.6	1759.5	2658.7	2057	1084.9	2629.5	1683.1	1000.2	3105.5	857.5
261570_at	11381.4	8266.4	7.9	3.3	16.2	3.5	6.7	5.5	8.6	33.1	10.9	6.8	17.1	5222.6	7118.7	2789.8	960.6	2031.6	1970.1	1088.1	2415.2	2782.3	1227.4	721.6	4049.4	3557.8	4393.5	4494.9	2957	3111.7	1670.4	1644.8	20.4	88.8	35.2	29.6	20.1	20.1	31.1	150.7	50.6	52.9	46	30.1	76.5	63	72.7	22.1	23.1	23.4	25.3	27.4	27.8	52	32.7	1552.3	3641.2	10857.2	6338.1	110	227.8	1618.9	1984.8	15959.6	2582.7	13828.4	10258.4	2795	12486	8111.8	2036.1	16018.4	11164.6	1607.4	5625.2	4305.4	1078.5	1925	5558.6	4256.2	4610.7	2799	2786.9	3977.7	1488.1	2293.9	3349	15349.9	1324.5	1738.6	1691.3	3852.3	2448.7	3052.8	1684.5	1755.1	3699.7	1997	4531.5	1951.1	1573.2	2315.7	2119.7	2136.1	3206.2	3175.4	832.9	744.1	1141	1025.5	1265.5	1240.9	1296.7	1189.8	3361.8	3639.5	787.5	645.3	1736.3	1024.7	1254.3	3291.8	1253.3	1628.8	1743.3	1396.6	3113	5318.7	6593.6	6430.8	4967	4004	941.1	3290.4	7477.3	3338.7	3290.7	3338.7	3290.7	5649.1	6063.8	5906.5	2360.1	888.3	5982.2	4830.5	5444.1	1005	4242.3	4888.5	1898.9	5038.1	1801.6
262176_at	2975.7	3947.5	3220.9	3214.1	3748	3021.6	3399.5	2869.5	2753.9	3142.1	3379.8	2914.5	3649.6	3095.9	3354.4	4989.4	6993.9	5874.4	4619.7	2545.1	4010	5039.8	2550.8	7140	3802.4	3361.4	3616	3999.5	4008	3818.8	3367.9	3179.3	815	557.8	864.8	1099.9	1050.1	980.4	976.6	893.5	1107.8	838.3	859.3	1128.9	1427	1317.9	946.4	933.3	1009.3	1080	1337.6	1457.6	1234.1	1366.5	1530.5	4883	4180.6	3238.5	3955.5	1518.9	1503.6	2077.7	2249.2	1654.6	4071.9	1482.6	1523.1	4338.7	1356.7	1785.3	4511	1303.9	1319.7	3175	2082	1635.1	3997	4754.6	3955.4	3805.5	3441.6	3730.3	3661.8	3719.5	1648	3004.8	3268.4	1437	3973.8	2928.8	3213.1	2842.4	3192.1	3045.1	2438.3	3770.4	3073.3	2887	1464	2002.1	2252.7	2877.6	4010.5	4080.4	3997.6	3501.4	4658.8	5822.1	4849.8	5123.5	4663.2	5564.5	5729.5	5518.8	7427.3	6919.4	6996.5	5737.3	5292.6	4508.5	5020	6547.1	4768.2	3252.8	4080.6	2502	4071.4	4775.3	4030.6	3980.3	3077.9	4007.7	1927.4	3457.8	4630.3	5178	3313.4	5178	3313.4	2678.4	3871	3129.7	2295	1847.5	4855.6	4507.9	2920.6	2165.2	3082.5	3346.4	2634.9	3303.9	2670.6
263192_at	2755.5	3397.3	936	1112.3	1014.6	629.5	1106.6	555.9	639.1	878.9	965.8	1421.4	834.8	1140.5	4108	1279.1	1862.6	1467.3	1371.5	837.3	1054.3	1516.5	744.3	1841.1	2755.7	1815.1	2330.6	2455.7	2824.2	2047.1	2900.2	2981.3	630.6	362	639.9	607.3	653.4	736.4	629.8	510.9	706.4	708.5	596.8	642.6	667.8	578.1	437.2	519.6	909.7	788.9	959.8	942.2	801.5	567.4	592.3	1662.4	1323.8	1698	1220.7	1443	670.9	1730.9	1607.2	3282.3	1808	2685.4	2388.4	1927.7	3676.5	2717	2011.5	4516.3	2331.5	1916.3	4463.2	2790.3	1767.1	1973.8	3910.8	3678.3	3909.9	2730.6	2775	2603.9	2455.2	2555.2	3510.6	4752.4	1841	1644.6	1390.2	1345.4	1601.5	1642.7	1457.4	1705.4	550.7	1653.3	252.5	163.9	181.9	250.7	3898.5	3401.2	4362	4755.6	4030.2	3905.4	3915.9	4465.7	3078	2740.5	3734.4	3849	2390.7	2867.3	1648.4	1605.3	2932.4	1508.9	1734.4	4154.2	1781.9	2030.1	2332.6	1546.2	2058.5	3235.9	2030.8	2737.1	3554.3	1284.3	836.1	1732.3	3449	2880.9	2953.6	2880.9	2953.6	1754.7	2654.2	4930.4	1376.6	617.4	3235.2	2154.3	1403.7	972.4	1871.2	1570.8	932.3	2162	990.3
263193_at	2107.9	2693.6	4655.3	5219.5	4615.9	4565.8	5590.7	4491.7	4905.3	4611.6	5171.2	5371.4	5117.6	1404.5	1551.8	1568.1	1657	1472.9	985.6	1663.7	1154.2	1453.2	1167.7	1556.6	2227.2	2174.2	2329.8	2442.7	2515.6	2765.9	3003.7	2829.9	3848.4	3744.7	3761.9	4071.2	4841.4	4915.5	5457.4	4664.7	4101.8	3707.1	4056.1	3547.7	4019.4	4245.2	5277.8	4942.3	5337.8	3697.9	3290.7	3865.4	4904.4	4195.4	4449.9	1437	2138	2291.8	2323.7	1892.6	2831.1	2009.1	1960.8	3228.2	2047.7	2650.2	2517.9	1983.4	3388.8	3489.1	2009.2	3199.6	3545.2	1800.5	2629.4	3470.9	2146.4	1883.1	3332.3	3203.9	2696.1	3001.4	3103.2	2337.5	2271.4	2893.6	2560.2	2512.9	1976.1	2306.9	1739.9	2416.7	2344	1719.7	1825.9	2255.8	2264.7	1603.5	1738.3	1846.4	1779	1723.8	1934	2070	2556.7	2429.4	2734	2671.9	2742.5	2468	2369.2	2550.2	2423.7	2485	1488.1	2611.8	3568.9	3739.2	2265.3	2852.7	4081.5	2337.2	3867.6	2336.3	2270.6	1255.4	1877.9	2079.7	1702.6	2787.5	2155.8	1461.2	1316.2	1421.2	2696.1	2210.6	1783.6	2210.6	1783.6	1142.3	3044.4	2067.6	1583.6	1380.7	2516.5	1452.9	1647.8	1353.3	1284.2	1521.8	1571.5	1453.2	1914.9
263432_at	2919.8	2483.4	4659.8	4071.5	3508.3	5629.1	2785.7	4877.1	6094.2	5004.1	4632.5	3397.6	4830.1	2401.9	2634.2	2573.5	5071.9	4019.4	2025.7	835.9	1582.2	3238.2	638.1	4919.3	2661.3	2600.2	2622.8	2709.6	2556.6	2862.4	2309.7	1978.6	1679.7	1273.5	1344.1	2213	1966.3	2568	2934	2638	2565.8	2588.8	2649.2	2668.7	3595.5	3311.2	1775.5	2068	711.1	2439	2934.7	2762.5	3079.6	3023.5	3270.8	1968.9	1854.8	1429.6	1452.1	778.1	1651.2	2969.3	2251.2	1279.8	3665.4	1164.1	1189.6	3535.2	1257.8	1202.1	3485	1191.5	1159.9	3616.9	1561.6	712.7	2549.1	2460.8	1765.6	1581	2433.3	1885.5	1991.3	2393.7	2236.5	1778.7	2199.2	1091.3	2796	2333.6	2319	2462.8	2134.4	2573.6	2284.9	1858.6	2670.9	2869.4	1417.3	2712.1	2007.6	1822.6	1686.8	1958.6	1621.1	1588	1324.1	1233.3	1658	1313.6	766.7	662.8	940.6	1246.3	1008.6	1123.6	1213.9	771.8	1145.3	626.7	1179.4	1172.3	1450.9	788.8	1009.1	1561.7	3324.3	3789.7	2692.7	3173.4	3353.2	1931.5	1247.5	2639.2	2812.1	3720.8	2693.8	3720.8	2693.8	1023.4	3512.6	2787.3	1759.6	651.9	2919.2	3729.1	1993.2	925.7	2383.9	2176.9	1545.3	2431.9	1571
263443_at	253.7	267.5	8.7	6.3	39.1	16.7	46.9	43.8	6.1	5.8	4.5	5.1	25.2	275.2	429.1	361	329	535.7	166.3	717.5	394.9	690.4	141	402	661.5	655.2	600.1	549.8	1542.9	981.8	1138.9	992.1	24.2	23.5	22.7	8.2	27.1	64.3	18.1	22.6	11.1	9.6	15.9	62.9	9.4	19.5	20.2	32.9	1590.7	18.3	9.9	7.6	13.9	14.8	16.4	500.3	1937.8	567.5	1279.9	117.8	187	323.9	257	2298.2	437	1511.6	1326.3	694.7	3003.2	1233.6	598.8	576.6	2126.6	346.5	58.7	1143.8	524.6	170.8	1499.4	1013.9	953.4	1705.1	1777	500.6	855.9	726.9	510.8	414.7	659	2086.3	1523.6	1371.8	2114.5	1120.5	1290.6	2208.1	2123.2	1350.6	4938.6	7201.9	6983.6	4859.9	117.6	74.9	148.5	157	182.4	170.1	184.8	252.9	251.1	160.8	255.7	346.5	31.7	180	144.5	165.7	157.5	90.6	192	150.8	213.7	127.6	155.9	186.3	321.5	414.2	466	513.4	148.2	750.4	1480	665.1	319.6	225.9	327.5	225.9	327.5	43	285.6	409	564.3	401.5	343.6	280.1	1617.8	502.5	605.3	3072.7	1677.2	242.3	1721.2
